song_title,artist,section,lyrics,album
RITUAL,Waterparks,Pre-Chorus,Melatonin eyes feel heavy tonight,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Pre-Chorus,I could sleep for weeks and speak in Z's,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Pre-Chorus,"Don't look for me, don't look for me",INTELLECTUAL PROPERTY
RITUAL,Waterparks,Chorus,They're killin' me when I'm fast asleep,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Chorus,Are you hearin' me when I say you're bleedin' me out?,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Chorus,"With all the things you don't say, I'm livin' fuckin' betrayed",INTELLECTUAL PROPERTY
RITUAL,Waterparks,Chorus,Livin' like I'm dead and on my own,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Chorus,You're killin' me when I'm fast asleep,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Chorus,Like a ritual,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Interlude,"(Eight, seven, six, five, four, three)",INTELLECTUAL PROPERTY
RITUAL,Waterparks,Verse,My inner child needs a bulletproof vest and a phone that can't text,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Verse,And twenty years rest,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Verse,"Build a bomb shelter, bite a belt for the stress",INTELLECTUAL PROPERTY
RITUAL,Waterparks,Verse,Never know what's next,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Verse,Sleepin' with my clothes on in case shit goes wrong,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Verse,Gotta clear my front lawn off,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Verse,Sleepin' with my clothes on in case shit goes wrong,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Verse,Gotta clear my front lawn off,INTELLECTUAL PROPERTY
RITUAL,Waterparks,Outro,"Yeah, woo",INTELLECTUAL PROPERTY
RITUAL,Waterparks,Outro,(Shut the fuck up),INTELLECTUAL PROPERTY
Magnetic,Waterparks,Verse 1,I spent today winning arguments against no one in my head,Greatest Hits
Magnetic,Waterparks,Verse 1,"I did great, you should've been there",Greatest Hits
Magnetic,Waterparks,Verse 1,That was a joke,Greatest Hits
Magnetic,Waterparks,Verse 1,"See, no one ever leaves when they're company",Greatest Hits
Magnetic,Waterparks,Verse 1,"There's my audience, there's my arrogance",Greatest Hits
Magnetic,Waterparks,Verse 1,"The world revolves around me, sleeping soundly",Greatest Hits
Magnetic,Waterparks,Pre-Chorus,I got home last night on a red-eye,Greatest Hits
Magnetic,Waterparks,Pre-Chorus,I'm the last one left on my good side,Greatest Hits
Magnetic,Waterparks,Pre-Chorus,"Yeah, I'm reflecting back",Greatest Hits
Magnetic,Waterparks,Pre-Chorus,But I'm bad at that,Greatest Hits
Magnetic,Waterparks,Pre-Chorus,So I'll say fuck the past,Greatest Hits
Magnetic,Waterparks,Pre-Chorus,And don't forget yourself,Greatest Hits
Magnetic,Waterparks,Chorus,"It's like that, that, that, that",Greatest Hits
Magnetic,Waterparks,Chorus,Banging in my head like bap-bap-bap-bap,Greatest Hits
Magnetic,Waterparks,Chorus,"Feelings in the light go bad, bad, bad, bad",Greatest Hits
Magnetic,Waterparks,Chorus,"Headlights in my eyes go black, black, black, black",Greatest Hits
Magnetic,Waterparks,Chorus,"Yeah, you said it:",Greatest Hits
Magnetic,Waterparks,Chorus,I'm magnetic to the things I hate the most,Greatest Hits
Magnetic,Waterparks,Chorus,"It's bad, bad, bad, bad",Greatest Hits
Magnetic,Waterparks,Chorus,Teasing on myself like na-na-na-na,Greatest Hits
Magnetic,Waterparks,Chorus,"Driving slow, yeah, I'm losing myself",Greatest Hits
Magnetic,Waterparks,Chorus,Don't trust nobody else,Greatest Hits
Magnetic,Waterparks,Chorus,It's 'cause,Greatest Hits
Magnetic,Waterparks,Post-Chorus,Cause you said it:,Greatest Hits
Magnetic,Waterparks,Post-Chorus,I'm magnetic to the things I hate the most,Greatest Hits
Magnetic,Waterparks,Verse 2,Now I'm walking through my heart shaped door,Greatest Hits
Magnetic,Waterparks,Verse 2,"Singing, ""Is it me you're looking for?""",Greatest Hits
Magnetic,Waterparks,Verse 2,Pink velvet on my bedroom floor,Greatest Hits
Magnetic,Waterparks,Verse 2,You're all I want and more,Greatest Hits
Magnetic,Waterparks,Verse 2,But you said it:,Greatest Hits
Magnetic,Waterparks,Verse 2,I'm magnetic to the things I hate the most,Greatest Hits
Magnetic,Waterparks,Pre-Chorus,I spent today insubordinate,Greatest Hits
Magnetic,Waterparks,Pre-Chorus,"Yeah, I'm fucking up, I'm recording it",Greatest Hits
Magnetic,Waterparks,Pre-Chorus,I'm projecting big through a tiny screen,Greatest Hits
Magnetic,Waterparks,Pre-Chorus,Where I'm stacking up my reality,Greatest Hits
Magnetic,Waterparks,Pre-Chorus,"Yeah, I see the posts and I see the tweets",Greatest Hits
Magnetic,Waterparks,Pre-Chorus,I see his fucking face but he's not me,Greatest Hits
Magnetic,Waterparks,Pre-Chorus,So listen to me,Greatest Hits
Magnetic,Waterparks,Chorus,It's like that that that that,Greatest Hits
Magnetic,Waterparks,Chorus,Banging in my head like bap-bap-bap-bap,Greatest Hits
Magnetic,Waterparks,Chorus,"Feelings in the light go bad, bad, bad, bad",Greatest Hits
Magnetic,Waterparks,Chorus,"Headlights in my eyes go black, black, black, black",Greatest Hits
Magnetic,Waterparks,Chorus,"Yeah, you said it:",Greatest Hits
Magnetic,Waterparks,Chorus,I'm magnetic to the things I hate the most,Greatest Hits
Magnetic,Waterparks,Chorus,"It's bad, bad, bad, bad",Greatest Hits
Magnetic,Waterparks,Chorus,Teasing on myself like na-na-na-na,Greatest Hits
Magnetic,Waterparks,Chorus,"Driving slow, yeah, I'm losing myself",Greatest Hits
Magnetic,Waterparks,Chorus,Don't trust nobody else,Greatest Hits
Magnetic,Waterparks,Chorus,It's 'cause,Greatest Hits
Magnetic,Waterparks,Post-Chorus,Cause you said it:,Greatest Hits
Magnetic,Waterparks,Post-Chorus,I'm magnetic to the things I hate the most,Greatest Hits
Magnetic,Waterparks,Outro,Now I'm walking through my star-shaped morgue,Greatest Hits
Magnetic,Waterparks,Outro,"Singing, ""What the fuck'd I do it for?""",Greatest Hits
Magnetic,Waterparks,Outro,Heard voices from my closet door,Greatest Hits
Magnetic,Waterparks,Outro,"""You're all we want and more""",Greatest Hits
Magnetic,Waterparks,Outro,"Yeah, you said it:",Greatest Hits
Magnetic,Waterparks,Outro,I'm magnetic to the things I hate the most,Greatest Hits
SELF-SABOTAGE,Waterparks,Verse 1,"When we talk, I'm never wrong",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Verse 1,"And if we don't fight, it won't last long",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Verse 1,Might unplug my phone at night,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Verse 1,"When you need me most, I'll miss that flight",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Pre-Chorus,"It's avoidable, I'll destroy chances to be",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Pre-Chorus,Better than I was before you and me,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Pre-Chorus,Now we're at the part where you'll hate what you see,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Pre-Chorus,What the fuck is wrong with me?,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"I'm on my way to you, but I self-sabotage",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"So I might drive my car and crash into your garage, ooh",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"To get away from you, I'll self-sabotage",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"If you like when we talk, I'll dislocate my jaw, ooh",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Post-Chorus,"What the fuck is wrong with me? (Yeah, yeah)",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Post-Chorus,"What the fuck is wrong with me? (Yеah, yeah)",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Verse 2,I'll piss you off and ask what's wrong,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Verse 2,"And your reason's not good enough, no, no",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Verse 2,I want this to work so bad,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Verse 2,"But I want what I can't havе, no",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Pre-Chorus,Make plans and break them to see what you say,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Pre-Chorus,And then I'll be upset when you're mad for the day,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Pre-Chorus,Cause you put on makeup and I'm still in bed,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Pre-Chorus,What the fuck is wrong with me?,INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"I'm on my way to you, but I self-sabotage",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"So I might drive my car and crash into your garage, ooh",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"To get away from you, I'll self-sabotage",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"If you like when we talk, I'll dislocate my jaw, ooh",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Post-Chorus,"What the fuck is wrong with me? (Yeah, yeah)",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Post-Chorus,"What the fuck is wrong with me? (Yeah, yeah)",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"I'm on my way to you, but I self-sabotage",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"So I might drive my car and crash into your garage, ooh",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"To get away from you, I'll self-sabotage",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Chorus,"If you like when we talk, I'll dislocate my jaw, ooh",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Post-Chorus,"What the fuck is wrong with me? (Yeah, yeah)",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Post-Chorus,"What the fuck is wrong with me? (Yeah, yeah)",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Post-Chorus,"What the fuck is wrong with me? (Yeah, yeah)",INTELLECTUAL PROPERTY
SELF-SABOTAGE,Waterparks,Post-Chorus,What the fuck is wrong with me?,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 1,Am I missin' out? Am I havin' fun?,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 1,Is it just me or is it everyone?,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 1,"Desensitized, the love I get is virtual",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 1,"Now Jesus hates my guts, it's gettin' personal (Yeah)",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,It's a night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,"The last one for a while, can't get worse (Uh-huh)",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,A night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,A night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,Now if I ever feel jealous (What?),INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,I just turn it into lyrics and I fuckin' sell it,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,And now when I get depressed and make songs,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,I turn pain into rent and sing along,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,"So I get hit by Houston friends like, ""Do you remember me?""",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,"Some version, I guess (Dude, oh my god, just, just fuckin')",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,"Tеll me what you want about your brand, band",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,Will I make a post shoutin' out your lemonadе stand? Nah,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,"""Oh, come on man, we're bros",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,"Like, I've known you forever, watched your little band grow""",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,But now it's fuck you and everyone you know,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,And I'm gonna make sure you get it through your head before you go (Asshole),INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,"See, now I wear my red flags like a cape",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,Got superhuman strength when I'm fuckin' up your day,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,"I'm comin' in first, so pour the Gatorade",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,"Life gave me lemons, now I bleed lemonade (Yeah, yeah, yeah)",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,Now I wear my red flags like a cape,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,Gets so fuckin' hot under all this shade,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,Everywhere I walk's a toxic parade (Let's go),INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Verse 2,"The glove don't fit, but I wear it anyway, yeah, yeah (Let's go, yeah)",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,It's a night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,"The last one for a while, can't get worse",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,A night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,A night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Post-Chorus,(Fuck),INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,"(What I'm saying, the bottom line is)",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,I could drive my Lexus overnight back home to Texas,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,I could fall asleep in my old bed,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,Cause life got kinda hectic on the day I got my necklace,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,Now I just wanna fall asleep in my own,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,"It's a hell of a time, was I loved or was I right?",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,I kissed a couple people in a week,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,Am I gonna go to Hell in my sleep or will God forgive me?,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,I gotta hide everybody that I like,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,Did therapy four times this week from my bike,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,"Born January 17th, I'm overthinkin' everything",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,A Capricorn with double horns,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,"Like triple six but, babe, I'm fuckin' dyin' for you",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,"If it was up to me, no one I know would know anyone I know",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,Cause everyone I know knows another me,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,It's gettin' hard to keep track of,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Bridge,Everything I keep locked behind my back (Let's go),INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,Cause it's a night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,Just another night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,A night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Chorus,It's just another night out on Earth,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Post-Chorus,"(Woo, woo, woo, woo)",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Outro,I ain't jumpin' out the window,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Outro,I'm leavin' when the night goes,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Outro,I ain't gonna let go,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Outro,Stay jumpin' at the tempo,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Outro,Cause that's just how this shit goes,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Outro,I ain't jumpin' out the window,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Outro,Stay livin' at the tempo,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,"With ""I'm a Natural Blue""",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,"And I'm very stoked to have them on the phone right now, what's up?",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,"Hey, how's it goin'?",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,"Goin' good, how are you?",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,"Hey, I'm doin', not doin' too bad",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,No complaints on this beautiful day,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,"Nope, not at all",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,"Everyone, get stoked, check out Waterparks",INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,Thank you so much to Otto and Awsten for calling in,INTELLECTUAL PROPERTY
A NIGHT OUT ON EARTH,Waterparks,Sample,"Once again, this is Waterparks",INTELLECTUAL PROPERTY
LIKE IT,Waterparks,Intro: James Wilson Taylor & Awsten Knight,We're backstage in London today,Greatest Hits
LIKE IT,Waterparks,Intro: James Wilson Taylor & Awsten Knight,Look who stopped by,Greatest Hits
LIKE IT,Waterparks,Intro: James Wilson Taylor & Awsten Knight,It's only Waterparks,Greatest Hits
LIKE IT,Waterparks,Intro: James Wilson Taylor & Awsten Knight,How are you guys?,Greatest Hits
LIKE IT,Waterparks,Intro: James Wilson Taylor & Awsten Knight,It's me!,Greatest Hits
LIKE IT,Waterparks,Verse 1,I don't tell you how to wake up and be a dumb bitch every day,Greatest Hits
LIKE IT,Waterparks,Verse 1,So how about you stay out of my lane?,Greatest Hits
LIKE IT,Waterparks,Verse 1,"No, my whole freeway",Greatest Hits
LIKE IT,Waterparks,Verse 1,Instead of trying to explain how I should do my job,Greatest Hits
LIKE IT,Waterparks,Verse 1,Or speak my truth,Greatest Hits
LIKE IT,Waterparks,Verse 1,I wanna win a Grammy in a suit,Greatest Hits
LIKE IT,Waterparks,Verse 1,But instead I'm in a straitjacket in my room,Greatest Hits
LIKE IT,Waterparks,Verse 1,How the hell did I end up in Hell right next to you?,Greatest Hits
LIKE IT,Waterparks,Verse 1,I can't tweet that I wanna kill myself,Greatest Hits
LIKE IT,Waterparks,Verse 1,"But if I put it in a song, that shit goes hard as hell",Greatest Hits
LIKE IT,Waterparks,Verse 1,So what the fuck is up?,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,You deserve a couple bad hair days,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,And I hope that your car's AC breaks,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,I'd like it if you cracked your phone screen,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,But I'd like it even more if you called mе,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,You deserve a couplе bad hair days,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,And I hope that your car's AC breaks,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,I'd like it if you cracked your phone screen,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,But I'd like it even more if you called me,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,"Yeah, I like it",Greatest Hits
LIKE IT,Waterparks,Verse 2,(Ummmm),Greatest Hits
LIKE IT,Waterparks,Verse 2,I feel cursed on tour with a big smile on,Greatest Hits
LIKE IT,Waterparks,Verse 2,Do I do this for a living or a death?,Greatest Hits
LIKE IT,Waterparks,Verse 2,"It's like, I wanna get away but I'm put in these situations",Greatest Hits
LIKE IT,Waterparks,Verse 2,"Where instead of being creative, I'm making business decisions",Greatest Hits
LIKE IT,Waterparks,Verse 2,Like me stopping,Greatest Hits
LIKE IT,Waterparks,bleep,from fucking us over,Greatest Hits
LIKE IT,Waterparks,bleep,And if they're mad at this,Greatest Hits
LIKE IT,Waterparks,bleep,Then you can tell them that I wasn't sober,Greatest Hits
LIKE IT,Waterparks,bleep,But I was,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,You deserve a couple bad hair days,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,And I hope that your car's AC breaks (bitch),Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,I'd like it if you cracked your phone screen (ba-da-da ba-da-da),Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,But I'd like it even more if you called me,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,You deserve a couple bad hair days,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,And I hope that your car's AC breaks,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,I'd like it if you cracked your phone screen,Greatest Hits
LIKE IT,Waterparks,Pre-Chorus,But I'd like it even more if you called me,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,"Yeah, I like it",Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,Cause I like it,Greatest Hits
LIKE IT,Waterparks,Chorus,"Yeah, I like it",Greatest Hits
LIKE IT,Waterparks,Outro: James Wilson Taylor & Awsten Knight,You think about themes of the album,Greatest Hits
LIKE IT,Waterparks,Outro: James Wilson Taylor & Awsten Knight,You think about themes of the tour that's upcoming,Greatest Hits
LIKE IT,Waterparks,Outro: James Wilson Taylor & Awsten Knight,You think about new music that might be worked on,Greatest Hits
LIKE IT,Waterparks,Outro: James Wilson Taylor & Awsten Knight,What would you say is going to be the next colour of your hair?,Greatest Hits
LIKE IT,Waterparks,Outro: James Wilson Taylor & Awsten Knight,I'm gonna shave my fucking head!,Greatest Hits
Made in America,Waterparks,verse 1,We're spiritual when we wanna be,Double Dare
Made in America,Waterparks,verse 1,We're online just in time to see:,Double Dare
Made in America,Waterparks,verse 1,The highlights from these low-lives,Double Dare
Made in America,Waterparks,verse 1,Counting back down from showtime,Double Dare
Made in America,Waterparks,verse 1,And selling you a filtered frame,Double Dare
Made in America,Waterparks,Chorus,"We, we're made in America",Double Dare
Made in America,Waterparks,Chorus,We're classic hysteria,Double Dare
Made in America,Waterparks,Chorus,"We're culture clashing, hazard smashing",Double Dare
Made in America,Waterparks,Chorus,Maybe someone's,Double Dare
Made in America,Waterparks,Chorus,"We, we're made in America",Double Dare
Made in America,Waterparks,Chorus,We're fucked and don't care at all,Double Dare
Made in America,Waterparks,Chorus,"Aesthetically, yeah, we're so pleasing",Double Dare
Made in America,Waterparks,Chorus,Maybe someone's,Double Dare
Made in America,Waterparks,verse 2,"We're justice warriors when we're bored, you see?",Double Dare
Made in America,Waterparks,verse 2,Buying bracelets and then channeling,Double Dare
Made in America,Waterparks,verse 2,It's basically tradition,Double Dare
Made in America,Waterparks,verse 2,To lust for what you're missing,Double Dare
Made in America,Waterparks,verse 2,They're selling you a touched up name,Double Dare
Made in America,Waterparks,Chorus,"We, we're made in America",Double Dare
Made in America,Waterparks,Chorus,We're classic hysteria,Double Dare
Made in America,Waterparks,Chorus,"We're culture clashing, hazard smashing",Double Dare
Made in America,Waterparks,Chorus,Maybe someone's,Double Dare
Made in America,Waterparks,Chorus,"We, we're made in America",Double Dare
Made in America,Waterparks,Chorus,We're fucked and don't care at all,Double Dare
Made in America,Waterparks,Chorus,"Aesthetically, yeah, we're so pleasing",Double Dare
Made in America,Waterparks,Chorus,Maybe someone's,Double Dare
Made in America,Waterparks,Chorus,"We, we're made in America",Double Dare
Made in America,Waterparks,Chorus,We're classic hysteria,Double Dare
Made in America,Waterparks,Chorus,"We're culture clashing, hazard smashing",Double Dare
Made in America,Waterparks,Chorus,Maybe someone's,Double Dare
Made in America,Waterparks,Chorus,"We, we're made in America",Double Dare
Made in America,Waterparks,Chorus,We're fucked and don't care at all,Double Dare
Made in America,Waterparks,Chorus,"Aesthetically, yeah, we're so pleasing",Double Dare
Made in America,Waterparks,Chorus,Maybe someone's,Double Dare
Made in America,Waterparks,Bridge,We expect everything,Double Dare
Made in America,Waterparks,Bridge,And expect nothing less,Double Dare
Made in America,Waterparks,Bridge,We expect everything,Double Dare
Made in America,Waterparks,Bridge,And expect nothing less,Double Dare
Made in America,Waterparks,Bridge,We expect everything,Double Dare
Made in America,Waterparks,Bridge,And expect nothing less,Double Dare
Made in America,Waterparks,Bridge,We expect everything,Double Dare
Made in America,Waterparks,Bridge,And expect nothing less,Double Dare
Made in America,Waterparks,Chorus,"We, we're made in America",Double Dare
Made in America,Waterparks,Chorus,We're classic hysteria,Double Dare
Made in America,Waterparks,Chorus,"We're culture clashing, hazard smashing",Double Dare
Made in America,Waterparks,Chorus,Maybe someone's,Double Dare
Made in America,Waterparks,Chorus,"We, we're made in America",Double Dare
Made in America,Waterparks,Chorus,We're fucked and don't care at all,Double Dare
Made in America,Waterparks,Chorus,"Aesthetically, yeah, we're so pleasing",Double Dare
Made in America,Waterparks,Chorus,Maybe someone's,Double Dare
Made in America,Waterparks,Chorus,"We, we're made in America",Double Dare
Made in America,Waterparks,Chorus,We're classic hysteria,Double Dare
